EnsemblProteinID	BaseAccession	UniProtSource	MappingSource	MappingDate
ENSP00000202017	Q9NUG6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000202017	A0A384NKN4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000202028	Q9H4G0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000202556	Q96KQ4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000202677	Q2PPJ7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000202773	Q02878	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000202816	Q9H501	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000202834	Q96A57	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000202917	P00973	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000203001	Q9UJA5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000203407	P31930	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000203556	Q9P107	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000203556	A0A024R7N1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000203664	Q96DC9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000203786	P98171	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000204005	A0A0C4DH07	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000204517	Q01664	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000204549	Q8N8D1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000204549	Q6IEG3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000204604	Q9H2X0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000204679	Q9UJJ9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000204726	Q08378	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000204961	P98172	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205061	Q92896	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205143	Q9NYJ7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205194	Q8WUY8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205214	Q4L235	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205402	P09622	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205402	A0A024R713	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205557	O95255	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205636	Q9NX76	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205948	P02749	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000205948	A0A384NKM6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000206020	O75391	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000206451	Q06323	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000206451	A0A0K0K1L8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000206542	Q9NPF4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000206765	P22735	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000207062	O00161	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000207457	Q9UIF3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000207549	Q70J99	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000207870	O75191	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000209665	P40394	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000209668	P07327	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000209873	Q9NRG9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000209875	P45973	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000209875	V9HWG0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000209884	Q9Y2M5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000210060	P49366	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000210187	Q9ULW5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000210313	Q16401	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000210444	Q9NR45	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000210633	Q9NTN9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000211122	Q16772	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000211287	O15264	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000211287	A0A024RD04	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000211413	Q99946	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000211413	A0A1U9X8D6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000211936	Q99676	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000211998	P18206	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000211998	V9HWK2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000212015	Q96EB6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000212355	Q03167	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000214869	Q13445	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215095	P61266	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215115	Q8WUZ0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215531	O75264	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215539	P35858	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215565	P17568	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215567	Q9NZ01	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215570	Q9Y5L4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215574	P49427	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215582	Q8IVT2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215659	P53778	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215730	O95721	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215743	P24347	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215754	P14174	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215754	I4AY87	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215770	A6NHG4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215770	A0A0F7RPW6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215773	P30046	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215773	Q53Y51	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215790	Q9BXI6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215793	Q15459	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215794	Q9UMW8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215812	Q9UDX4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215829	P62318	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215832	P28482	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215832	Q1HBJ4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215838	P20062	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215862	Q9Y6X9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215882	P53007	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215886	P05162	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215906	Q6ICH7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215909	P09382	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215909	A0A384MR27	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215912	Q96FE7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215919	Q9HBE1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215941	Q6NXT1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215957	Q8N3F8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000215980	Q9NSP4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216027	Q8IWL3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216027	A0A384NYJ4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216029	Q9Y3M2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216034	Q9NS69	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216034	Q549C5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216038	Q9Y3I0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216039	Q15040	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216044	O00178	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216061	O75170	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216068	O96015	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216075	Q9UGB7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216080	Q9BU23	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216085	Q9Y3P4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216106	Q9UGU5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216117	P09601	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216117	Q6FH11	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216121	Q9BPW8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216122	P33992	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216122	B1AHB0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216124	A0A0C4DFZ2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216127	Q96D21	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216129	Q14166	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216133	O95931	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216160	Q15750	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216160	A8K6K3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216180	Q9NST1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216181	P35579	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216185	Q99757	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216190	O15371	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216194	A0A0A6YY92	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216211	O75631	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216214	Q9NWS6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216218	P50502	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216218	A0A140VKA6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216225	P62877	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216241	Q6NUI6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216252	Q7RTV0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216254	Q99798	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216259	Q92871	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216264	Q8TCT0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216271	Q969S8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216274	Q9Y572	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216277	P51003	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216281	P07900	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216281	K9JA46	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216286	Q14112	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216288	P27448	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216294	Q16533	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216297	Q9Y5B9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216336	P08311	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216338	P20718	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216373	Q07890	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216378	A0A5H1ZRP5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216392	P06737	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216410	Q96EK6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216416	O95406	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216416	B2R4P1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216442	Q9Y5K8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216446	Q9NYT0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216455	P25788	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216455	A0A140VK43	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216465	A0A0C4DFM0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216468	Q6PL24	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216479	O95433	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216484	O15270	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216487	Q8TB24	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216489	Q13686	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216492	P10645	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216500	Q9Y394	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216540	Q14973	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216602	Q9BQ24	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216639	Q99986	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216727	Q86U42	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216733	O43281	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216756	Q9BW66	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216774	P61011	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216780	Q16822	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216780	A0A384MTT2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216797	P25963	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216799	Q9Y3B6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216802	Q9UL46	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216802	Q86SZ7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216807	Q5PSV4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216832	Q9H307	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216840	Q92696	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216862	Q07973	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216879	Q9UNZ2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216923	Q9NTW7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216962	P11216	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000216968	Q9UNN8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217026	P10244	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217109	Q05048	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217131	Q9UBR2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217173	O94941	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217195	Q9GZN8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217244	P68400	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217246	A1Z1Q3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217289	Q9BQL6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217313	P24844	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217315	A0A0C4DFM1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217372	Q96SZ6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217372	A0A0S2Z5J9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217381	Q13424	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217402	Q9H444	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217407	P18428	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217420	Q9H598	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217426	P23526	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217426	A0A384MTQ3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217446	Q9H490	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217455	O14734	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217456	Q9HDC9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217800	X6R2I3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217893	Q16594	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217901	P51553	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217939	Q9NR99	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217957	Q86XK7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217958	O75832	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217961	A0A590UJL0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217971	O00264	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000217971	Q6IB11	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218004	Q9NPJ8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218032	Q9NR97	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218056	Q9H1Z4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218068	O60829	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218089	Q8N3U4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218099	P00740	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218104	P33897	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218176	Q9NSA2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218200	Q06787	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218230	Q9UHG2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218340	O75695	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218340	A0A1B2JLU2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218348	P51784	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218364	O43719	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218388	P01033	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218388	Q6FGX5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218516	P06280	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218516	Q53Y83	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218652	Q9NV92	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218789	B1ALK7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000218867	Q13326	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219022	Q6UX06	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219066	P78549	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219066	E5KTI5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219069	O14978	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219070	P08253	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219139	Q9BSU1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219150	P31146	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219168	O43325	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219204	Q9Y2Y0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219207	Q9Y342	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219240	Q02127	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219252	P19387	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219252	Q6FGR6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219271	P51511	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219281	Q9BQ65	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000219302	Q13232	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
