Entry	Gene Names (primary)	Gene Names	Protein names	Reviewed
A0A8I5KRB8	KDM1A	KDM1A	Lysine-specific histone demethylase (EC 1.14.99.66)	unreviewed
A0A8I5KRF4	KDM1A	KDM1A	Lysine-specific histone demethylase 1A (EC 1.14.11.65) (EC 1.14.99.66) (BRAF35-HDAC complex protein BHC110)	unreviewed
A0A8I5KRR9	DHCR7	DHCR7	7-dehydrocholesterol reductase (7-DHC) (Delta-14-SR) (EC 1.3.1.21) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (Delta(14)-sterol reductase TM7SF2) (Sterol C14-reductase) (Sterol Delta(7)-reductase) (Transmembrane 7 superfamily member 2)	unreviewed
A0A8I5KRT9	CYP51A1	CYP51A1	Lanosterol 14-alpha demethylase (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase)	unreviewed
A0A8I5KRX5	MAP2K1	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1 (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1)	unreviewed
A0A8I5KRX9	KDM1A	KDM1A	Lysine-specific histone demethylase (EC 1.14.99.66)	unreviewed
A0A8I5KS01	FMR1	FMR1	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein)	unreviewed
A0A8I5KSF9	PTEN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Inositol polyphosphate 3-phosphatase) (Phosphatase and tensin homolog)	unreviewed
A0A8I5KT29	KDM1A	KDM1A	Lysine-specific histone demethylase (EC 1.14.99.66)	unreviewed
A0A8I5KT56	FMR1	FMR1	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein)	unreviewed
A0A8I5KTZ9	FMR1	FMR1	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein)	unreviewed
A0A8I5KW96	AK4P3	AK4P3 AK3L1 AK4	Adenylate kinase 4, mitochondrial (AK 4) (EC 2.7.4.10) (EC 2.7.4.6) (Adenylate kinase 3-like) (GTP:AMP phosphotransferase AK4)	unreviewed
A0A8I5KWQ7			Krev interaction trapped protein 1 (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (Cytochrome P450-14DM) (Cytochrome P450LI) (Lanosterol 14-alpha demethylase) (Sterol 14-alpha demethylase)	unreviewed
A0A8I5KXU4	KDM1A	KDM1A	Lysine-specific histone demethylase (EC 1.14.99.66)	unreviewed
A0A8I5KYB4	MAP2K1	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1 (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1)	unreviewed
A0A8I5KYS7	MAP2K1	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1 (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1)	unreviewed
A0A8I5KZ21	FMR1	FMR1	Fragile X messenger ribonucleoprotein 1 (Fragile X messenger ribonucleoprotein) (Protein FMR-1)	unreviewed
A0A8I5KZ76	MTM1	MTM1	Myotubularin (EC 3.1.3.95) (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (Phosphatidylinositol-3-phosphate phosphatase)	unreviewed
A0A8I5KZC4	SHANK3	SHANK3	SH3 and multiple ankyrin repeat domains protein 3 (Proline-rich synapse-associated protein 2)	unreviewed
A0A8I5QJ96	MAP2K1	MAP2K1	Dual specificity mitogen-activated protein kinase kinase 1 (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1)	unreviewed
A0A8I5QJJ5	KDM1A	KDM1A	Lysine-specific histone demethylase (EC 1.14.99.66)	unreviewed
A0A8Q3SHM6	NLGN1	NLGN1	Neuroligin 1	unreviewed
A0A8S0M502	ACE2	ACE2	Angiotensin-converting enzyme (EC 3.4.-.-)	unreviewed
A0A8V8TL82	ROCK2	ROCK2	Rho-associated protein kinase 2 (EC 2.7.11.39) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (p164 ROCK-2)	unreviewed
A0A8V8TLP7	CLASP1	CLASP1	CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1)	unreviewed
A0A8V8TMM0	PIK3CD	PIK3CD	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit delta)	unreviewed
A0A8V8TMN5	CMPK1	CMPK1 CMPK	UMP-CMP kinase (EC 2.7.4.14) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Nucleoside-diphosphate kinase) (EC 2.7.4.6) (Uridine monophosphate/cytidine monophosphate kinase) (UMP/CMP kinase) (UMP/CMPK)	unreviewed
A0A8V8TPK6	PTEN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Phosphatase and tensin homolog)	unreviewed
A0A8V8TQ23	CEPT1	CEPT1	Choline/ethanolaminephosphotransferase 1 (EC 2.7.8.1) (EC 2.7.8.2) (EC 2.7.8.22) (1-alkenyl-2-acylglycerol choline phosphotransferase)	unreviewed
A0A8V8TQK9	CLASP1	CLASP1	CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1)	unreviewed
A0A8V8TQL1	CEPT1	CEPT1	Choline/ethanolaminephosphotransferase 1 (EC 2.7.8.1) (EC 2.7.8.2) (EC 2.7.8.22) (1-alkenyl-2-acylglycerol choline phosphotransferase)	unreviewed
A0A8V8TQX2	PTEN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Phosphatase and tensin homolog)	unreviewed
A0A8V8TRF3	CEPT1	CEPT1	Choline/ethanolaminephosphotransferase 1 (EC 2.7.8.1) (EC 2.7.8.2) (EC 2.7.8.22) (1-alkenyl-2-acylglycerol choline phosphotransferase)	unreviewed
A0A8V8TRF6	CLASP1	CLASP1	CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1)	unreviewed
A0A8V8TRG9	MTOR	MTOR	Serine/threonine-protein kinase mTOR (EC 2.7.11.1)	unreviewed
A0AA34QVZ8	PTEN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Inositol polyphosphate 3-phosphatase) (Phosphatase and tensin homolog)	unreviewed
A0AAG2T947	SIRT2	SIRT2	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein deacylase sirtuin-2) (NAD-dependent protein defatty-acylase sirtuin-2) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	unreviewed
A0AAG2UV77	PNLIPRP2	PNLIPRP2	Triacylglycerol lipase (EC 3.1.1.3) (Pancreatic lipase)	unreviewed
A0AAG2UW24	PRDM9	PRDM9	Histone-lysine N-methyltransferase PRDM9 (EC 2.1.1.354) (EC 2.1.1.355) (EC 2.1.1.359) (EC 2.1.1.361) (EC 2.1.1.362) (PR domain zinc finger protein 9) (PR domain-containing protein 9) (Protein-lysine N-methyltransferase PRDM9) ([histone H3]-lysine36 N-trimethyltransferase PRDM9) ([histone H3]-lysine4 N-trimethyltransferase PRDM9) ([histone H3]-lysine9 N-trimethyltransferase PRDM9) ([histone H4]-N-methyl-L-lysine20 N-methyltransferase PRDM9) ([histone H4]-lysine20 N-methyltransferase PRDM9)	unreviewed
A0AAQ5BGQ0	SPAST	SPAST SPG4	Spastin (EC 5.6.1.1)	unreviewed
A0AAQ5BH13	PTEN	PTEN	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Phosphatase and tensin homolog)	unreviewed
A0AAQ5BI03	TGFBR2	TGFBR2	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II)	unreviewed
A0ABJ7H8I0	EPHX2	EPHX2	Bifunctional epoxide hydrolase 2 (EC 3.1.3.76) (EC 3.3.2.10)	unreviewed
A0AV02	SLC12A8	SLC12A8 CCC9	Solute carrier family 12 member 8 (Cation-chloride cotransporter 9)	reviewed
A0AV96	RBM47	RBM47	RNA-binding protein 47 (RNA-binding motif protein 47)	reviewed
A0AVF1	IFT56	IFT56 TTC26	Intraflagellar transport protein 56 (Tetratricopeptide repeat protein 26) (TPR repeat protein 26)	reviewed
A0AVG3	TSNARE1	TSNARE1	t-SNARE domain containing 1	unreviewed
A0AVI4	TMEM129	TMEM129	E3 ubiquitin-protein ligase TM129 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TM129)	reviewed
A0AVK6	E2F8	E2F8	Transcription factor E2F8 (E2F-8)	reviewed
A0AVT1	UBA6	UBA6 MOP4 UBE1L2	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Monocyte protein 4) (MOP-4) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	reviewed
A0FGR8	ESYT2	ESYT2 FAM62B KIAA1228	Extended synaptotagmin-2 (E-Syt2) (Chr2Syt)	reviewed
A0FGR9	ESYT3	ESYT3 FAM62C	Extended synaptotagmin-3 (E-Syt3) (Chr3Syt)	reviewed
A0JLT2	MED19	MED19 LCMR1	Mediator of RNA polymerase II transcription subunit 19 (Lung cancer metastasis-related protein 1) (Mediator complex subunit 19)	reviewed
A0JNW5	BLTP3B	BLTP3B KIAA0701 SHIP164 UHRF1BP1L	Bridge-like lipid transfer protein family member 3B (Syntaxin-6 Habc-interacting protein of 164 kDa) (UHRF1-binding protein 1-like)	reviewed
A0JP26	POTEB3	POTEB3	POTE ankyrin domain family member B3	reviewed
A0MZ66	SHTN1	SHTN1 KIAA1598	Shootin-1 (Shootin1)	reviewed
A0MZF5	PRKAA2	PRKAA2	5'-AMP-activated protein kinase catalytic subunit alpha-2 (EC 2.7.11.1) (EC 2.7.11.31) (Acetyl-CoA carboxylase kinase) (Hydroxymethylglutaryl-CoA reductase kinase)	unreviewed
A0N0X8	CYP1A1	CYP1A1 hCG_40803	Cytochrome P450 1A (EC 1.14.14.1)	unreviewed
A0PJK1	SLC5A10	SLC5A10 SGLT5	Sodium/mannose cotransporter SLC5A10 (Sodium/glucose cotransporter 5) (Na(+)/glucose cotransporter 5) (Solute carrier family 5 member 10)	reviewed
A0PJY2	FEZF1	FEZF1 FEZ ZNF312B	Fez family zinc finger protein 1 (Zinc finger protein 312B)	reviewed
A0PK00	TMEM120B	TMEM120B	Transmembrane protein 120B	reviewed
A0PK05	TMEM72	TMEM72 C10orf127 KSP37	Transmembrane protein 72 (Kidney-specific secretory protein of 37 kDa)	reviewed
A0PK11	CLRN2	CLRN2	Clarin-2	reviewed
A1A4E9	KRT13	KRT13 hCG_1730613	Keratin 13	unreviewed
A1A4S6	ARHGAP10	ARHGAP10 GRAF2	Rho GTPase-activating protein 10 (GTPase regulator associated with focal adhesion kinase 2) (GRAF2) (Graf-related protein 2) (Rho-type GTPase-activating protein 10)	reviewed
A1A4Y4	IRGM	IRGM IFI1 IRGM1 LRG47	Immunity-related GTPase family M protein (EC 3.6.5.-) (Immunity-related GTPase family M protein 1) (Interferon-inducible protein 1) (LPS-stimulated RAW 264.7 macrophage protein 47 homolog) (LRG-47)	reviewed
A1A519	FAM170A	FAM170A ZNFD	Protein FAM170A (Zinc finger domain-containing protein) (Zinc finger protein ZNFD)	reviewed
A1A5B4	ANO9	ANO9 PIG5 TMEM16J TP53I5	Anoctamin-9 (Transmembrane protein 16J) (Tumor protein p53-inducible protein 5) (p53-induced gene 5 protein)	reviewed
A1A5C7	SLC22A23	SLC22A23 C6orf85	Solute carrier family 22 member 23	reviewed
A1E959	ODAM	ODAM APIN	Odontogenic ameloblast-associated protein (Apin)	reviewed
A1KXE4	FAM168B	FAM168B KIAA0280L MANI	Myelin-associated neurite-outgrowth inhibitor (Mani) (p20)	reviewed
A1KZ92	PXDNL	PXDNL VPO2	Probable oxidoreductase PXDNL (EC 1.-.-.-) (Cardiac peroxidase) (Inactive peroxidasin-like protein) (Polysomal ribonuclease 1) (PRM1) (Vascular peroxidase 2)	reviewed
A1L0T0	HACL2	HACL2 AHAS ILVBL	2-hydroxyacyl-CoA lyase 2 (EC 4.1.2.-) (Acetolactate synthase-like protein) (IlvB-like protein)	reviewed
A1L167	UBE2QL1	UBE2QL1	Ubiquitin-conjugating enzyme E2Q-like protein 1 (EC 2.3.2.23) (E2Q-like ubiquitin-conjugating enzyme 1)	reviewed
A1L190	SYCE3	SYCE3 C22orf41 THEG2	Synaptonemal complex central element protein 3 (Testis highly expressed gene 2 protein) (THEG-2)	reviewed
A1L390	PLEKHG3	PLEKHG3 KIAA0599	Pleckstrin homology domain-containing family G member 3 (PH domain-containing family G member 3)	reviewed
A1L3X0	ELOVL7	ELOVL7	Very long chain fatty acid elongase 7 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL7) (ELOVL fatty acid elongase 7) (ELOVL FA elongase 7) (Elongation of very long chain fatty acids protein 7) (Very long chain 3-ketoacyl-CoA synthase 7) (Very long chain 3-oxoacyl-CoA synthase 7)	reviewed
A1L4H1	SSC5D	SSC5D	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D (Soluble scavenger protein with 5 SRCR domains) (SSc5D)	reviewed
A1L4K1	FSD2	FSD2 SPRYD1	Fibronectin type III and SPRY domain-containing protein 2 (SPRY domain-containing protein 1)	reviewed
A1X283	SH3PXD2B	SH3PXD2B FAD49 KIAA1295 TKS4	SH3 and PX domain-containing protein 2B (Adapter protein HOFI) (Factor for adipocyte differentiation 49) (Tyrosine kinase substrate with four SH3 domains)	reviewed
A1XBS5	CIBAR1	CIBAR1 FAM92A FAM92A1	CBY1-interacting BAR domain-containing protein 1	reviewed
A1Z1Q3	MACROD2	MACROD2 C20orf133	ADP-ribose glycohydrolase MACROD2 (MACRO domain-containing protein 2) (O-acetyl-ADP-ribose deacetylase MACROD2) (EC 3.5.1.-) ([Protein ADP-ribosylaspartate] hydrolase MACROD2) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD2) (EC 3.2.2.-)	reviewed
A2A288	ZC3H12D	ZC3H12D C6orf95 MCPIP4 TFL	Probable ribonuclease ZC3H12D (EC 3.1.-.-) (MCP-induced protein 4) (Transformed follicular lymphoma) (Zinc finger CCCH domain-containing protein 12D) (p34)	reviewed
A2A2Y4	FRMD3	FRMD3 EPB41L4O	FERM domain-containing protein 3 (Band 4.1-like protein 4O) (Ovary type protein 4.1) (4.1O)	reviewed
A2ABF9	EHMT2	EHMT2	[histone H3]-lysine(9) N-methyltransferase (EC 2.1.1.367)	unreviewed
A2BDD9	AMOT	AMOT	AMOT protein	unreviewed
A2BDE7	PHLDA1	PHLDA1	PHLDA1 protein	unreviewed
A2I2P0	CRY1	CRY1 hCG_1811683	Cryptochrome-1	unreviewed
A2IDD5	CCDC78	CCDC78 C16orf25 JFP10	Coiled-coil domain-containing protein 78 (hsCCDC78)	reviewed
A2PYH4	HFM1	HFM1 SEC3D1	Probable ATP-dependent DNA helicase HFM1 (EC 5.6.2.4) (DNA 3'-5' helicase HFM1) (SEC63 domain-containing protein 1)	reviewed
A2RRN7	CADPS	CADPS	CADPS protein	unreviewed
A2RRP1	NBAS	NBAS NAG	NBAS subunit of NRZ tethering complex (Neuroblastoma-amplified gene protein) (Neuroblastoma-amplified sequence)	reviewed
A2RTX5	TARS3	TARS3 TARSL2	Threonine--tRNA ligase 2, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase protein 3)	reviewed
A2RU14	TMEM218	TMEM218	Transmembrane protein 218	reviewed
A2RU30	TESPA1	TESPA1 KIAA0748 HSPC257	Protein TESPA1 (Thymocyte-expressed positive selection-associated protein 1)	reviewed
A2RU49	HYKK	HYKK AGPHD1	Hydroxylysine kinase (5-hydroxy-L-lysine kinase) (EC 2.7.1.81) (Aminoglycoside phosphotransferase domain-containing protein 1)	reviewed
A2RUB1	MEIOC	MEIOC C17orf104	Meiosis-specific coiled-coil domain-containing protein MEIOC (Meiosis-specific with coiled-coil domain protein)	reviewed
A2RUB6	CCDC66	CCDC66	Coiled-coil domain-containing protein 66	reviewed
A2RUC4	TYW5	TYW5 C2orf60	tRNA wybutosine-synthesizing protein 5 (hTYW5) (tRNA yW-synthesizing protein 5) (EC 1.14.11.42) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase)	reviewed
A2RUH7	MYBPHL	MYBPHL	Myosin-binding protein H-like	reviewed
A2VDJ0	TMEM131L	TMEM131L KIAA0922	Transmembrane protein 131-like	reviewed
A2VEC9	SSPOP	SSPOP KIAA2036 SSPO	SCO-spondin (SCO-spondin pseudogene)	reviewed
A3KMH1	VWA8	VWA8 KIAA0564	von Willebrand factor A domain-containing protein 8 (PEX7-binding protein 2) (P7BP2)	reviewed
A3KN83	SBNO1	SBNO1 MOP3	Protein strawberry notch homolog 1 (Monocyte protein 3) (MOP-3)	reviewed
A3QNQ0	TGFBR2	TGFBR2 hCG_1997782	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II)	unreviewed
A4D0S4	LAMB4	LAMB4	Laminin subunit beta-4 (Laminin beta-1-related protein)	reviewed
A4D126	CRPPA	CRPPA ISPD	D-ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40) (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase-like protein) (Isoprenoid synthase domain-containing protein) (hISPD)	reviewed
A4D161	FAM221A	FAM221A C7orf46	Protein FAM221A	reviewed
A4D1B1	CD36	CD36 hCG_17062	Platelet glycoprotein 4 (Glycoprotein IIIb) (PAS IV) (PAS-4) (Platelet glycoprotein IV)	unreviewed
A4D1B5	GSAP	GSAP PION	Gamma-secretase-activating protein (GSAP) (Protein pigeon homolog) [Cleaved into: Gamma-secretase-activating protein 16 kDa C-terminal form (GSAP-16K)]	reviewed
A4D1E9	GTPBP10	GTPBP10 OBGH2 UG0751c10	GTP-binding protein 10 (Protein obg homolog 2) (ObgH2)	reviewed
A4D1P6	WDR91	WDR91 HSPC049	WD repeat-containing protein 91	reviewed
A4D1S5	RAB19	RAB19 RAB19B	Ras-related protein Rab-19 (EC 3.6.5.2)	reviewed
A4D1T9	PRSS37	PRSS37 TRYX2	Probable inactive serine protease 37 (Probable inactive trypsin-X2)	reviewed
A4D1W7	INHBA	INHBA hCG_17267	Inhibin beta A chain (Activin beta-A chain)	unreviewed
A4D256	CDC14C	CDC14C CDC14B2 CDC14Bretro	Dual specificity protein phosphatase CDC14C (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog C)	reviewed
A4D2B0	MBLAC1	MBLAC1	Metallo-beta-lactamase domain-containing protein 1 (EC 3.1.27.-) (Endoribonuclease MBLAC1)	reviewed
A4D2B8	PMS2P1	PMS2P1 PMS2L1 PMS2L13 PMS2L6 PMS2L8 PMS3 PMS8 PMSR2	Putative postmeiotic segregation increased 2-like protein 1 (PMS2-related protein 2) (Postmeiotic segregation increased 2-like protein 13) (Postmeiotic segregation increased 2-like protein 6) (Postmeiotic segregation increased 2-like protein 8) (Postmeiotic segregation increased protein 3) (hPMS3) (Postmeiotic segregation increased protein 8) (Putative postmeiotic segregation increased 2 pseudogene 1)	reviewed
A4D2P1	RAC1	RAC1 hCG_14926	small monomeric GTPase (EC 3.6.5.2)	unreviewed
A4D2P6	GRID2IP	GRID2IP	Delphilin (Glutamate receptor, ionotropic, delta 2-interacting protein 1)	reviewed
A4F3V8	CYP1A1	CYP1A1	Cytochrome P450 1A (EC 1.14.14.1)	unreviewed
A4F4K3	CYP1A1	CYP1A1	Cytochrome P450 1A (EC 1.14.14.1)	unreviewed
A4F4K4	CYP1A1	CYP1A1	Cytochrome P450 1A (EC 1.14.14.1)	unreviewed
A4FUJ8	MKL1	MKL1	MKL1 protein	unreviewed
A4GXA9	EME2	EME2	Structure-specific endonuclease subunit EME2 (Essential meiotic structure-specific endonuclease subunit 2)	reviewed
A4QPA9	MAP2K1	MAP2K1 hCG_24510	Dual specificity mitogen-activated protein kinase kinase 1 (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1)	unreviewed
A4UGR9	XIRP2	XIRP2 CMYA3	Xin actin-binding repeat-containing protein 2 (Beta-xin) (Cardiomyopathy-associated protein 3) (Xeplin)	reviewed
A5A3E0	POTEF	POTEF A26C1B	POTE ankyrin domain family member F (ANKRD26-like family C member 1B) (Chimeric POTE-actin protein)	reviewed
A5D8T8	CLEC18A	CLEC18A MRLP2	C-type lectin domain family 18 member A (Mannose receptor-like protein 2)	reviewed
A5D8V6	VPS37C	VPS37C PML39	Vacuolar protein sorting-associated protein 37C (hVps37C) (ESCRT-I complex subunit VPS37C)	reviewed
A5D8V7	ODAD3	ODAD3 CCDC151	Outer dynein arm-docking complex subunit 3 (Coiled-coil domain-containing protein 151)	reviewed
A5D8W1	CFAP69	CFAP69 C7orf63	Cilia- and flagella-associated protein 69	reviewed
A5LHX3	PSMB11	PSMB11	Proteasome subunit beta type-11 (EC 3.4.25.1) (Proteasome subunit beta-5t)	reviewed
A5PKU2	TUSC5	TUSC5	TUSC5 protein	unreviewed
A5PKW4	PSD	PSD EFA6 EFA6A KIAA2011 PSD1 TYL	PH and SEC7 domain-containing protein 1 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6) (Exchange factor for ARF6) (Exchange factor for ARF6 A) (Pleckstrin homology and SEC7 domain-containing protein 1)	reviewed
A5PLL7	PEDS1	PEDS1 KUA PEDS TMEM189	Plasmanylethanolamine desaturase 1 (EC 1.14.19.77) (Transmembrane protein 189)	reviewed
A5PLN9	TRAPPC13	TRAPPC13 C5orf44	Trafficking protein particle complex subunit 13	reviewed
A5X5Y0	HTR3E	HTR3E	5-hydroxytryptamine receptor 3E (5-HT3-E) (5-HT3E) (Serotonin receptor 3E)	reviewed
A5YKK6	CNOT1	CNOT1 CDC39 KIAA1007 NOT1 AD-005	CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)	reviewed
A5YM72	CARNS1	CARNS1 ATPGD1 KIAA1394	Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1)	reviewed
A6BM72	MEGF11	MEGF11 KIAA1781 UNQ1949/PRO4432	Multiple epidermal growth factor-like domains protein 11 (Multiple EGF-like domains protein 11)	reviewed
A6H8L5	LIPC	LIPC	Hepatic triacylglycerol lipase (EC 3.1.1.3) (EC 3.1.1.32) (EC 3.1.1.5) (Lipase member C) (Lysophospholipase) (Phospholipase A1)	unreviewed
A6H8Y1	BDP1	BDP1 KIAA1241 KIAA1689 TFNR	Transcription factor TFIIIB component B'' homolog (Transcription factor IIIB 150) (TFIIIB150) (Transcription factor-like nuclear regulator)	reviewed
A6H8Z2	FAM221B	FAM221B C9orf128	Protein FAM221B	reviewed
A6NC98	CCDC88B	CCDC88B BRLZ	Coiled-coil domain-containing protein 88B (Brain leucine zipper domain-containing protein) (Gipie) (Hook-related protein 3) (HkRP3)	reviewed
A6NCS4	NKX2-6	NKX2-6 NKX2F	Homeobox protein Nkx-2.6 (Homeobox protein NK-2 homolog F)	reviewed
A6ND01	IZUMO1R	IZUMO1R FOLR4 JUNO	Sperm-egg fusion protein Juno (Folate receptor 4) (Folate receptor delta) (FR-delta) (IZUMO1 receptor protein JUNO)	reviewed
A6ND36	FAM83G	FAM83G PAWS1	Protein FAM83G (Protein associated with SMAD1)	reviewed
A6NDB9	PALM3	PALM3	Paralemmin-3	reviewed
A6NDG6	PGP	PGP	Phosphoglycolate phosphatase (EC 3.1.3.18) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM) (EC 3.1.3.48) (Glycerol-3-phosphate phosphatase) (G3PP) (EC 3.1.3.21)	reviewed
A6NDV4	TMEM8B	TMEM8B C9orf127 NGX6	Transmembrane protein 8B (Nasopharyngeal carcinoma-associated gene 6 protein) (Protein NAG-5) (Protein NGX6)	reviewed
A6NED2	RCCD1	RCCD1	RCC1 domain-containing protein 1	reviewed
A6NEM1	GOLGA6L9	GOLGA6L9 GOLGA6L20	Golgin subfamily A member 6-like protein 9	reviewed
A6NER3	GAGE12J	GAGE12J	G antigen 12J (GAGE-12J)	reviewed
A6NFA1	TRABD2B	TRABD2B HKAT TIKI2	Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)	reviewed
A6NFQ2	TCAF2	TCAF2 FAM115C FAM139A	TRPM8 channel-associated factor 2 (TRP channel-associated factor 2)	reviewed
A6NFX1	MFSD2B	MFSD2B	Sphingosine-1-phosphate transporter MFSD2B (Major facilitator superfamily domain-containing protein 2B) (hMfsd2b)	reviewed
A6NFY7	SDHAF1	SDHAF1 LYRM8	Succinate dehydrogenase assembly factor 1, mitochondrial (SDH assembly factor 1) (SDHAF1) (LYR motif-containing protein 8)	reviewed
A6NGG8	PCARE	PCARE C2orf71	Photoreceptor cilium actin regulator	reviewed
A6NGQ2	OOEP	OOEP C6orf156 KHDC2 OEP19	Oocyte-expressed protein homolog (KH homology domain-containing protein 2) (Oocyte- and embryo-specific protein 19) (hOEP19)	reviewed
A6NGU5	GGT3P	GGT3P GGT3	Putative glutathione hydrolase 3 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 3) (Putative gamma-glutamyltranspeptidase 3) (GGT 3) (EC 2.3.2.2) [Cleaved into: Putative glutathione hydrolase 3 heavy chain; Putative glutathione hydrolase 3 light chain]	reviewed
A6NHL2	TUBAL3	TUBAL3	Tubulin alpha chain-like 3 (EC 3.6.5.-)	reviewed
A6NHQ2	FBLL1	FBLL1	RNA 2'-O-methyltransferase FBLL1 (EC 2.1.1.-) (Fibrillarin like 1)	reviewed
A6NHR9	SMCHD1	SMCHD1 KIAA0650	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1) (EC 3.6.1.-)	reviewed
A6NHX0	CASTOR2	CASTOR2 GATSL1 GATSL2	Cytosolic arginine sensor for mTORC1 subunit 2 (Cellular arginine sensor for mTORC1 protein 2) (GATS-like protein 2)	reviewed
A6NI15	MSGN1	MSGN1	Mesogenin-1 (Paraxial mesoderm-specific mesogenin1) (pMesogenin1) (pMsgn1)	reviewed
A6NI61	MYMK	MYMK TMEM226 TMEM8C	Protein myomaker (Myoblast fusion maker) (Transmembrane protein 226) (Transmembrane protein 8C)	reviewed
A6NI73	LILRA5	LILRA5 ILT11 LILRB7 LIR9	Leukocyte immunoglobulin-like receptor subfamily A member 5 (CD85 antigen-like family member F) (Immunoglobulin-like transcript 11) (ILT-11) (Leukocyte immunoglobulin-like receptor 9) (LIR-9) (CD antigen CD85f)	reviewed
A6NIH7	UNC119B	UNC119B	Protein unc-119 homolog B	reviewed
A6NIM6	SLC15A5	SLC15A5	Solute carrier family 15 member 5	reviewed
