BaseAccession	PanelMembership	EnsemblGeneIDs	NGeneIDs	AmbiguousGeneMapping	EntrezGeneIDs	EnsemblGeneViaEntrez	CachedEnsemblProteinIDs	CrossCheck
A0A649UI09	DdrGoUniverse		0	False				no_ensembl_gene
A0A649UI40	DdrGoUniverse		0	False				no_ensembl_gene
A0A649UI46	DdrGoUniverse		0	False				no_ensembl_gene
A0A649UIZ9	DdrGoUniverse		0	False				no_ensembl_gene
A0A669KAW3	DdrGoUniverse	ENSG00000076242	1	False	4292	ENSG00000076242		agree
A0A669KB03	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
A0A669KBB4	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
A0A669KBK2	DdrGoUniverse	ENSG00000076242	1	False				route2_unavailable_no_entrez
A0A6G8IU23	DdrGoUniverse		0	False				no_ensembl_gene
A0A6G8IU30	DdrGoUniverse		0	False				no_ensembl_gene
A0A6G8IU57	DdrGoUniverse		0	False				no_ensembl_gene
A0A6G8IU58	DdrGoUniverse		0	False				no_ensembl_gene
A0A6G8IUS2	DdrGoUniverse		0	False				no_ensembl_gene
A0A6Q8PFI5	DdrGoUniverse	ENSG00000049167	1	False				route2_unavailable_no_entrez
A0A6Q8PFY3	DdrGoUniverse	ENSG00000144554	1	False	2177	ENSG00000144554		agree
A0A6Q8PGF4	DdrGoUniverse	ENSG00000140525	1	False	55215	ENSG00000140525		agree
A0A6Q8PH09	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
A0A6Q8PH55	DdrGoUniverse	ENSG00000049167	1	False				route2_unavailable_no_entrez
A0A6Q8PH76	DdrGoUniverse	ENSG00000149311	1	False				route2_unavailable_no_entrez
A0A7G6J4N9	DdrGoUniverse		0	False				no_ensembl_gene
A0A7G8KP79	DdrGoUniverse		0	False				no_ensembl_gene
A0A7G8KP80	DdrGoUniverse		0	False				no_ensembl_gene
A0A7G8KP81	DdrGoUniverse		0	False				no_ensembl_gene
A0A7G8KP84	DdrGoUniverse		0	False				no_ensembl_gene
A0A7G9ZE26	DdrGoUniverse		0	False				no_ensembl_gene
A0A7G9ZE27	DdrGoUniverse		0	False				no_ensembl_gene
A0A7I2PE23	DdrGoUniverse;ReferenceDdr	ENSG00000049167	1	False			ENSP00000265038	route2_unavailable_no_entrez
A0A7I2V3E1	DdrGoUniverse	ENSG00000143799	1	False				route2_unavailable_no_entrez
A0A7I2V403	DdrGoUniverse	ENSG00000072121	1	False				route2_unavailable_no_entrez
A0A7I2V4E6	DdrGoUniverse	ENSG00000072121	1	False				route2_unavailable_no_entrez
A0A7I2V577	DdrGoUniverse	ENSG00000072121	1	False				route2_unavailable_no_entrez
A0A7I2YQU3	DdrGoUniverse	ENSG00000072121	1	False				route2_unavailable_no_entrez
A0A7I2YQV0	DdrGoUniverse	ENSG00000072121	1	False				route2_unavailable_no_entrez
A0A7P0SBL1	DdrGoUniverse	ENSG00000171848	1	False				route2_unavailable_no_entrez
A0A7P0T9D7	DdrGoUniverse	ENSG00000139618	1	False	675	ENSG00000139618		agree
A0A7P0T9G4	DdrGoUniverse	ENSG00000225830	1	False				route2_unavailable_no_entrez
A0A7P0TAP7	DdrGoUniverse	ENSG00000139618	1	False				route2_unavailable_no_entrez
A0A7P0TB54	DdrGoUniverse	ENSG00000254469	1	False				route2_unavailable_no_entrez
A0A7P0TBM9	DdrGoUniverse	ENSG00000197299	1	False				route2_unavailable_no_entrez
A0A7P0Z4L6	DdrGoUniverse	ENSG00000254469	1	False				route2_unavailable_no_entrez
A0A804HIH7	DdrGoUniverse	ENSG00000049167	1	False				route2_unavailable_no_entrez
A0A804HJ75	DdrGoUniverse	ENSG00000182150	1	False	375748	ENSG00000182150		agree
A0A804HJC4	DdrGoUniverse	ENSG00000182150	1	False				route2_unavailable_no_entrez
A0A804HJL3	DdrGoUniverse	ENSG00000049167	1	False				route2_unavailable_no_entrez
A0A804HJN0	DdrGoUniverse	ENSG00000049167	1	False				route2_unavailable_no_entrez
A0A804HJU1	DdrGoUniverse	ENSG00000136492	1	False	83990	ENSG00000136492		agree
A0A804HJV4	DdrGoUniverse	ENSG00000136492	1	False				route2_unavailable_no_entrez
A0A804HJY1	DdrGoUniverse	ENSG00000136492	1	False				route2_unavailable_no_entrez
A0A804HK41	DdrGoUniverse	ENSG00000078487	1	False	55063	ENSG00000078487		agree
A0A804HK53	DdrGoUniverse	ENSG00000104884	1	False	2068	ENSG00000104884		agree
A0A804HK62	DdrGoUniverse	ENSG00000136492	1	False				route2_unavailable_no_entrez
A0A804HK79	DdrGoUniverse	ENSG00000182150	1	False	375748	ENSG00000182150		agree
A0A804HKF9	DdrGoUniverse	ENSG00000175595	1	False	2072	ENSG00000175595		agree
A0A804HKS0	DdrGoUniverse	ENSG00000136492	1	False				route2_unavailable_no_entrez
A0A804HL36	DdrGoUniverse	ENSG00000136492	1	False	83990	ENSG00000136492		agree
A0A804HL86	DdrGoUniverse	ENSG00000149311	1	False				route2_unavailable_no_entrez
A0A804HL97	DdrGoUniverse	ENSG00000104884	1	False				route2_unavailable_no_entrez
A0A8I5KQ45	DdrGoUniverse	ENSG00000079616	1	False				route2_unavailable_no_entrez
A0A8I5KQZ7	DdrGoUniverse	ENSG00000101596	1	False				route2_unavailable_no_entrez
A0A8I5KRB8	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0A8I5KRF4	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0A8I5KRS9	DdrGoUniverse	ENSG00000101596	1	False				route2_unavailable_no_entrez
A0A8I5KRX9	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0A8I5KT29	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0A8I5KW02	DdrGoUniverse	ENSG00000101596	1	False				route2_unavailable_no_entrez
A0A8I5KXU4	DdrGoUniverse	ENSG00000004487	1	False	23028	ENSG00000004487		agree
A0A8I5KZ21	DdrGoUniverse	ENSG00000102081	1	False				route2_unavailable_no_entrez
A0A8I5QJJ5	DdrGoUniverse	ENSG00000004487	1	False				route2_unavailable_no_entrez
A0A8I5QL06	DdrGoUniverse	ENSG00000104885	1	False	84444	ENSG00000104885		agree
A0A8Q3SID5	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
A0A8Q3SIE7	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIH1	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIH3	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIK5	DdrGoUniverse	ENSG00000115392	1	False	55120	ENSG00000115392		agree
A0A8Q3SIK9	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIL2	DdrGoUniverse	ENSG00000112039	1	False				route2_unavailable_no_entrez
A0A8Q3SIL3	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIM1	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIM8	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIN0	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
A0A8Q3SIN2	DdrGoUniverse	ENSG00000181544	1	False				route2_unavailable_no_entrez
A0A8Q3SIP2	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIP3	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIQ3	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3SIQ9	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIR8	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIR9	DdrGoUniverse	ENSG00000115392	1	False	55120	ENSG00000115392		agree
A0A8Q3SIS2	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIS7	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIT9	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3SIU7	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3SIU9	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3SIV1	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIV2	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIW9	DdrGoUniverse	ENSG00000140525	1	False	55215	ENSG00000140525		agree
A0A8Q3SIX5	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SIX9	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3SIZ6	DdrGoUniverse	ENSG00000140525	1	False				route2_unavailable_no_entrez
A0A8Q3SJ04	DdrGoUniverse	ENSG00000221829	1	False				route2_unavailable_no_entrez
A0A8Q3SJ05	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3SJ96	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
A0A8Q3SJA8	DdrGoUniverse	ENSG00000181544	1	False				route2_unavailable_no_entrez
A0A8Q3SJE4	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3SJG0	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WL50	DdrGoUniverse	ENSG00000112039	1	False	2178	ENSG00000112039		agree
A0A8Q3WL53	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
A0A8Q3WL54	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
A0A8Q3WL55	DdrGoUniverse	ENSG00000181544	1	False				route2_unavailable_no_entrez
A0A8Q3WL60	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
A0A8Q3WL61	DdrGoUniverse	ENSG00000181544	1	False				route2_unavailable_no_entrez
A0A8Q3WL63	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WL66	DdrGoUniverse	ENSG00000181544	1	False	2187	ENSG00000181544		agree
A0A8Q3WL68	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WL81	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WL86	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WL92	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WL94	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WL96	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLA4	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLA5	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLA7	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLB5	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLB8	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLC1	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLC2	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLD6	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLE2	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLE8	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WLE9	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WLF1	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLF5	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLG3	DdrGoUniverse	ENSG00000187790	1	False	57697	ENSG00000187790		agree
A0A8Q3WLG5	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WLH1	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WLH2	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WLH3	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WLH7	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLH9	DdrGoUniverse	ENSG00000221829	1	False				route2_unavailable_no_entrez
A0A8Q3WLL2	DdrGoUniverse	ENSG00000289716	1	False				route2_unavailable_no_entrez
A0A8Q3WLN7	DdrGoUniverse	ENSG00000289716	1	False				route2_unavailable_no_entrez
A0A8Q3WLP8	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
A0A8Q3WLR5	DdrGoUniverse	ENSG00000181544	1	False				route2_unavailable_no_entrez
A0A8Q3WLU8	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLW1	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WLY4	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WM43	DdrGoUniverse	ENSG00000158169	1	False				route2_unavailable_no_entrez
A0A8Q3WM51	DdrGoUniverse	ENSG00000187741	1	False				route2_unavailable_no_entrez
A0A8Q3WM82	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WM87	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WM99	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WMB2	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WMB7	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WMB8	DdrGoUniverse	ENSG00000112039	1	False	2178	ENSG00000112039		agree
A0A8Q3WMD3	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WMD8	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WMF1	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WMF8	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WMH1	DdrGoUniverse	ENSG00000115392	1	False				route2_unavailable_no_entrez
A0A8Q3WMK3	DdrGoUniverse	ENSG00000187790	1	False				route2_unavailable_no_entrez
A0A8Q3WMK6	DdrGoUniverse	ENSG00000221829	1	False				route2_unavailable_no_entrez
A0A8V8TKV9	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TKW6	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TKY0	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TKY5	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TKZ4	DdrGoUniverse	ENSG00000083093	1	False				route2_unavailable_no_entrez
A0A8V8TL91	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TL95	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TL98	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TLA3	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TLC8	DdrGoUniverse	ENSG00000083093	1	False	79728	ENSG00000083093		agree
A0A8V8TLQ3	DdrGoUniverse	ENSG00000128908	1	False				route2_unavailable_no_entrez
A0A8V8TM80	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TM88	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TM94	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TMB7	DdrGoUniverse	ENSG00000196584	1	False				route2_unavailable_no_entrez
A0A8V8TMC9	DdrGoUniverse	ENSG00000083093	1	False				route2_unavailable_no_entrez
A0A8V8TMH1	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TMH6	DdrGoUniverse	ENSG00000104320	1	False				route2_unavailable_no_entrez
A0A8V8TMK8	DdrGoUniverse	ENSG00000083093	1	False	79728	ENSG00000083093		agree
A0A8V8TML3	DdrGoUniverse	ENSG00000108384	1	False				route2_unavailable_no_entrez
A0A8V8TML8	DdrGoUniverse	ENSG00000108384	1	False	5889	ENSG00000108384		agree
A0A8V8TMR1	DdrGoUniverse	ENSG00000253729	1	False				route2_unavailable_no_entrez
A0A8V8TMU8	DdrGoUniverse	ENSG00000108384	1	False				route2_unavailable_no_entrez
A0A8V8TMZ4	DdrGoUniverse	ENSG00000187736	1	False				route2_unavailable_no_entrez
A0A8V8TNE1	DdrGoUniverse	ENSG00000076248	1	False				route2_unavailable_no_entrez
A0A8V8TNJ5	DdrGoUniverse	ENSG00000076248	1	False				route2_unavailable_no_entrez
A0A8V8TNQ7	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TNR3	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TNR7	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TNV6	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TNW2	DdrGoUniverse	ENSG00000076248	1	False				route2_unavailable_no_entrez
A0A8V8TNX1	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TNX6	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TNY8	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TNZ8	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TNZ9	DdrGoUniverse	ENSG00000105486	1	False				route2_unavailable_no_entrez
A0A8V8TP03	DdrGoUniverse	ENSG00000105486	1	False				route2_unavailable_no_entrez
A0A8V8TP55	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TP61	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TP66	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TP72	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TP79	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TP84	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TP89	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TPB0	DdrGoUniverse	ENSG00000105486	1	False				route2_unavailable_no_entrez
A0A8V8TPD1	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TPE1	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TPE7	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TPH4	DdrGoUniverse	ENSG00000105486	1	False				route2_unavailable_no_entrez
A0A8V8TPH8	DdrGoUniverse	ENSG00000105486	1	False	3978	ENSG00000105486		agree
A0A8V8TPJ4	DdrGoUniverse	ENSG00000116062	1	False	2956	ENSG00000116062		agree
A0A8V8TPJ6	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TPK2	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TPS1	DdrGoUniverse	ENSG00000076248	1	False				route2_unavailable_no_entrez
A0A8V8TPS7	DdrGoUniverse	ENSG00000076248	1	False				route2_unavailable_no_entrez
A0A8V8TPY7	DdrGoUniverse	ENSG00000012048	1	False				route2_unavailable_no_entrez
A0A8V8TPZ2	DdrGoUniverse	ENSG00000139618	1	False	675	ENSG00000139618		agree
A0A8V8TQ41	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TQ50	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TQ66	DdrGoUniverse	ENSG00000076248	1	False				route2_unavailable_no_entrez
A0A8V8TQ70	DdrGoUniverse	ENSG00000076248	1	False				route2_unavailable_no_entrez
A0A8V8TQ88	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TQ92	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TQC4	DdrGoUniverse	ENSG00000105486	1	False	3978	ENSG00000105486		agree
A0A8V8TQC8	DdrGoUniverse	ENSG00000105486	1	False				route2_unavailable_no_entrez
A0A8V8TQG9	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TQH1	DdrGoUniverse	ENSG00000177084	1	False				route2_unavailable_no_entrez
A0A8V8TQH7	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TQI1	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TQJ0	DdrGoUniverse	ENSG00000116062	1	False				route2_unavailable_no_entrez
A0A8V8TQM5	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TQQ3	DdrGoUniverse	ENSG00000105486	1	False				route2_unavailable_no_entrez
A0A8V8TQQ4	DdrGoUniverse	ENSG00000139618	1	False				route2_unavailable_no_entrez
A0A8V8TQQ7	DdrGoUniverse	ENSG00000105486	1	False				route2_unavailable_no_entrez
A0A8V8TQR6	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TQS5	DdrGoUniverse	ENSG00000122512	1	False	5395	ENSG00000122512		agree
A0A8V8TQT4	DdrGoUniverse	ENSG00000122512	1	False				route2_unavailable_no_entrez
A0A8V8TQW1	DdrGoUniverse	ENSG00000177084	1	False				route2_unavailable_no_entrez
A0A8V8TQW9	DdrGoUniverse	ENSG00000116062	1	False				route2_unavailable_no_entrez
A0A977TKC9	DdrGoUniverse		0	False				no_ensembl_gene
A0A9E8Z2K8	DdrGoUniverse		0	False				no_ensembl_gene
A0A9L9PXU1	DdrGoUniverse	ENSG00000114026	1	False	4968	ENSG00000114026		agree
A0A9Y1QPQ7	DdrGoUniverse		0	False				no_ensembl_gene
A0A9Y1QPR4	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QPT7	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QPY6	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QQ02	DdrGoUniverse		0	False				no_ensembl_gene
A0A9Y1QQ22	DdrGoUniverse		0	False				no_ensembl_gene
A0A9Y1QQ47	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QQD3	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QQF1	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QQF4	DdrGoUniverse		0	False				no_ensembl_gene
A0A9Y1QQJ6	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QQK3	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QQK5	DdrGoUniverse		0	False				no_ensembl_gene
A0A9Y1QQK7	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1QQL7	DdrGoUniverse		0	False				no_ensembl_gene
A0A9Y1VR53	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1VUM8	DdrGoUniverse		0	False				no_ensembl_gene
A0A9Y1VVD0	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1VVE2	DdrGoUniverse		0	False	672	ENSG00000012048		no_ensembl_gene
A0A9Y1VVF5	DdrGoUniverse		0	False				no_ensembl_gene
A0A9Y1VVF6	DdrGoUniverse		0	False				no_ensembl_gene
A0AA49K9A1	DdrGoUniverse		0	False				no_ensembl_gene
A0AA49K9A2	DdrGoUniverse		0	False				no_ensembl_gene
A0AA49K9C2	DdrGoUniverse		0	False				no_ensembl_gene
A0AA49K9C3	DdrGoUniverse		0	False				no_ensembl_gene
A0AA49K9I7	DdrGoUniverse		0	False				no_ensembl_gene
A0AA49K9S0	DdrGoUniverse		0	False				no_ensembl_gene
A0AA52I2C1	DdrGoUniverse	ENSG00000083093	1	False				route2_unavailable_no_entrez
A0AAA9YI03	DdrGoUniverse	ENSG00000149311	1	False				route2_unavailable_no_entrez
A0AAG2TV03	DdrGoUniverse	ENSG00000288152	1	False				route2_unavailable_no_entrez
A0AAG2TV58	DdrGoUniverse	ENSG00000288152	1	False				route2_unavailable_no_entrez
A0AAQ5BGN0	DdrGoUniverse	ENSG00000139618	1	False				route2_unavailable_no_entrez
A0AAQ5BGN2	DdrGoUniverse	ENSG00000139618	1	False				route2_unavailable_no_entrez
A0AAQ5BGN3	DdrGoUniverse	ENSG00000076242	1	False	4292	ENSG00000076242		agree
A0AAQ5BGN4	DdrGoUniverse	ENSG00000139618	1	False				route2_unavailable_no_entrez
A0AAQ5BGQ6	DdrGoUniverse	ENSG00000139618	1	False				route2_unavailable_no_entrez
A0AAQ5BGU0	DdrGoUniverse	ENSG00000083093	1	False	79728	ENSG00000083093		agree
